ko_id	median_expression_rank	genomes_w_ko	genomes_w_motif	genomes_w_str_motif	percent_genomes_w_ko	avg_motifs_100aa_gc	avg_str_motifs_100aa_gc	a_level	b_level	c_level	description
K07284	1879	833	47.77911164	34.33373349	25.61500615	0.008392086	0.00478527	Metabolism	Peptidases and inhibitors	Peptidases and inhibitors	srtA; sortase A
K07301	1734	1767	33.55970572	10.29994341	54.33579336	0.002469775	0.000606186	Environmental Information Processing	Membrane transport	ABC transporters	yrbG; cation:H+ antiporter
K07302	2320	944	10.80508475	6.991525424	29.02829028	0.002131973	0.001358627	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	iorA; isoquinoline 1-oxidoreductase subunit alpha
K07303	1522	931	98.28141783	54.88721805	28.62853629	0.004252826	0.000876401	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	iorB; isoquinoline 1-oxidoreductase subunit beta
K07304	1747	2639	29.02614627	9.170140205	81.1500615	0.004786375	0.001245278	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	msrA; peptide-methionine (S)-S-oxide reductase
K07305	1826	2428	36.03789127	22.52883031	74.66174662	0.019433823	0.013210822	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	msrB; peptide-methionine (R)-S-oxide reductase
K07313	2390	1215	32.67489712	16.13168724	37.36162362	0.005511972	0.002502454	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	pphA; serine/threonine protein phosphatase 1
K07315	1893	909	69.08690869	29.9229923	27.95202952	0.005215338	0.001636131	Genetic Information Processing	Transcription machinery	Transcription machinery	rsbU_P; phosphoserine phosphatase RsbU/P
K07323	956.5	1042	23.70441459	5.47024952	32.04182042	0.004714354	0.001011823	Environmental Information Processing	Membrane transport	ABC transporters	mlaC; phospholipid transport system substrate-binding protein
K07335	279	1584	27.14646465	11.80555556	48.70848708	0.001653228	0.000568837	Environmental Information Processing	Membrane transport	ABC transporters	"bmpA, bmpB, tmpC; basic membrane protein A and related proteins"
K07341	3059.5	836	14.23444976	6.339712919	25.70725707	0.007931202	0.004016732	Cellular Processes	Prokaryotic defense system	Toxin-antitoxin system	doc; death on curing protein
K07386	470	1023	89.44281525	14.07624633	31.45756458	0.003346973	0.000268431	Metabolism	Peptidases and inhibitors	Peptidases and inhibitors	pepO; putative endopeptidase
K07390	651	1349	5.485544848	1.853224611	41.48216482	0.000960435	0.000289483	Genetic Information Processing	"Folding, sorting and degradation"	Chaperones and folding catalysts	"grxD, GLRX5; monothiol glutaredoxin"
K07391	2076	2847	96.83877766	85.00175623	87.54612546	0.009427268	0.004195023	Genetic Information Processing	Protein processing	Protein processing	comM; magnesium chelatase family protein
K07393	1398	1188	35.52188552	18.93939394	36.53136531	0.004022981	0.002197197	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	"ECM4, yqjG; glutathionyl-hydroquinone reductase"
K07397	1770	1639	26.35753508	17.44966443	50.399754	0.006449129	0.003635975	Genetic Information Processing	Protein processing	Protein processing	yhfA; putative redox protein
K07399	1024	1096	68.61313869	35.03649635	33.70233702	0.003178436	0.001355757	Genetic Information Processing	Protein processing	Protein processing	"resB, ccs1; cytochrome c biogenesis protein"
K07402	2493	1652	66.70702179	40.79903148	50.799508	0.006485961	0.003100987	Genetic Information Processing	Protein processing	Protein processing	xdhC; xanthine dehydrogenase accessory factor
K07407	1674	1103	75.97461469	34.45149592	33.91758918	0.002866561	0.000770451	Metabolism	Carbohydrate metabolism	Galactose metabolism	"E3.2.1.22B, galA, rafA; alpha-galactosidase"
K07443	2390	984	23.37398374	14.22764228	30.25830258	0.019954102	0.010865083	Genetic Information Processing	Replication and repair	Replication and repair	ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein
K07444	1370.25	1370	94.52554745	29.6350365	42.12792128	0.011903364	0.002580769	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	ypsC; putative N6-adenine-specific DNA methylase
K07447	2087	3139	15.7693533	6.594456833	96.52521525	0.005547459	0.002152044	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	ruvX; putative holliday junction resolvase
K07448	2882	891	43.32210999	17.95735129	27.39852399	0.005956961	0.002010883	Cellular Processes	Prokaryotic defense system	Restriction and modification system	mrr; restriction system protein
K07456	845	1284	33.17757009	13.39563863	39.48339483	0.000998113	0.000374981	Genetic Information Processing	Replication and repair	Mismatch repair	mutS2; DNA mismatch repair protein MutS2
K07460	2340.5	2857	19.60098005	8.540427021	87.85362854	0.011815789	0.004829754	Genetic Information Processing	Replication and repair	Replication and repair	yraN; putative endonuclease
K07461	2448	1495	13.51170569	3.678929766	45.97170972	0.008385961	0.002261208	Genetic Information Processing	Replication and repair	Replication and repair	K07461; putative endonuclease
K07462	1655	2624	60.25152439	25.64786585	80.68880689	0.00270843	0.000803113	Genetic Information Processing	Replication and repair	Base excision repair	recJ; single-stranded-DNA-specific exonuclease
K07478	1446	3166	96.11497157	94.63044852	97.35547355	0.007657241	0.005804204	Genetic Information Processing	Replication and repair	Replication and repair	ycaJ; putative ATPase
K07483	2857	1526	26.93315858	14.35124509	46.92496925	0.012443322	0.005649248	Genetic Information Processing	Replication and repair	Replication and repair	K07483; transposase
K07491	2781	1014	56.11439842	12.62327416	31.18081181	0.026964487	0.003474315	Genetic Information Processing	Replication and repair	Replication and repair	K07491; putative transposase
K07497	2619.5	1587	53.37114052	29.42659105	48.80073801	0.007756132	0.001813275	Genetic Information Processing	Replication and repair	Replication and repair	K07497; putative transposase
K07507	2219	1633	14.7581139	5.756276791	50.21525215	0.00290082	0.001146391	Environmental Information Processing	Membrane transport	ABC transporters	mgtC; putative Mg2+ transporter-C (MgtC) family protein
K07516	751.5	1374	92.2852984	19.72343523	42.25092251	0.002894397	0.000329528	Metabolism	Carbohydrate metabolism	Butanoate metabolism	fadN; 3-hydroxyacyl-CoA dehydrogenase
K07552	1802	2114	61.21097446	19.58372753	65.00615006	0.003423503	0.000761014	Environmental Information Processing	Membrane transport	ABC transporters	"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein"
K07560	2075.5	2517	21.37465236	18.15653556	77.39852399	0.008987379	0.007430079	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	"dtd, DTD; D-aminoacyl-tRNA deacylase"
K07566	2042	2691	40.91415831	12.37458194	82.74907749	0.006730957	0.001557471	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	"tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase"
K07568	1410	2737	99.19620022	11.58202411	84.16359164	0.01091496	0.000845274	Genetic Information Processing	Transfer RNA biogenesis	Transfer RNA biogenesis	queA; S-adenosylmethionine:tRNA ribosyltransferase-isomerase
K07574	1299	1077	1.764159703	0.557103064	33.11808118	0.001466232	0.00040792	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	yhbY; RNA-binding protein
K07576	1644	1156	63.06228374	24.39446367	35.54735547	0.004168608	0.001264876	Genetic Information Processing	Translation	Translation	K07576; metallo-beta-lactamase family protein
K07588	1791	1566	58.8761175	26.37292465	48.15498155	0.00611854	0.002175343	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	argK; LAO/AO transport system kinase
K07636	1606	2473	48.64537	23.73635261	76.04551046	0.002969578	0.001297634	Environmental Information Processing	Signal transduction	Two-component system	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR"
K07638	1677.5	876	74.31506849	54.9086758	26.93726937	0.006695443	0.003663843	Environmental Information Processing	Signal transduction	Two-component system	"envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ"
K07646	1925	1433	77.39009072	45.28960223	44.06519065	0.002959025	0.000889675	Environmental Information Processing	Signal transduction	Two-component system	"kdpD; two-component system, OmpR family, sensor histidine kinase KdpD"
K07657	1576.5	1525	11.47540984	4.327868852	46.89421894	0.00202128	0.000750058	Environmental Information Processing	Signal transduction	Two-component system	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
K07658	1242	1054	8.25426945	3.795066414	32.41082411	0.001706521	0.000624087	Environmental Information Processing	Signal transduction	Two-component system	"phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP"
K07659	1545	907	25.35832415	15.21499449	27.89052891	0.004245971	0.002652637	Environmental Information Processing	Signal transduction	Two-component system	"ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR"
K07667	1975	1280	24.921875	12.03125	39.3603936	0.0040432	0.001889685	Environmental Information Processing	Signal transduction	Two-component system	"kdpE; two-component system, OmpR family, KDP operon response regulator KdpE"
K07708	1820	1186	56.8296796	21.41652614	36.4698647	0.005464722	0.001565202	Environmental Information Processing	Signal transduction	Two-component system	"glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL"
K07712	1447	1284	92.83489097	37.69470405	39.48339483	0.006731374	0.002276435	Environmental Information Processing	Signal transduction	Two-component system	"glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG"
K07727	2577.5	1290	7.519379845	3.255813953	39.66789668	0.008106431	0.003439733	Genetic Information Processing	Transcription factors	Transcription factors	K07727; putative transcriptional regulator
K07729	2550	1112	6.834532374	2.697841727	34.19434194	0.008013061	0.003173506	Genetic Information Processing	Transcription factors	Transcription factors	K07729; putative transcriptional regulator
K07734	2612.5	1149	39.86074848	16.62315057	35.33210332	0.009255127	0.003530055	Genetic Information Processing	Transcription factors	Transcription factors	paiB; transcriptional regulator
K07735	2181.5	2049	28.55051245	13.90922401	63.00738007	0.007511049	0.003227488	Genetic Information Processing	Transcription factors	Transcription factors	algH; putative transcriptional regulator
K07736	592	1559	6.92751764	1.988454137	47.9397294	0.002140345	0.000520331	Genetic Information Processing	Transcription factors	Transcription factors	carD; CarD family transcriptional regulator
K07738	1420.75	2604	10.21505376	3.379416283	80.07380074	0.003453619	0.001198186	Genetic Information Processing	Transcription factors	Transcription factors	nrdR; transcriptional repressor NrdR
K07742	2600	1606	15.44209215	8.655043587	49.38499385	0.006915806	0.003805387	Unclassified	Poorly characterized	Function unknown	ylxR; uncharacterized protein
K07787	1499.5	854	90.16393443	46.95550351	26.26076261	0.001623444	0.000483559	Environmental Information Processing	Signal transduction	Two-component system	"cusA, silA; copper/silver efflux system protein"
K07793	1151	1122	69.6969697	44.20677362	34.50184502	0.002595521	0.001033417	Environmental Information Processing	Signal transduction	Two-component system	tctA; putative tricarboxylic transport membrane protein
K07794	2386	957	33.01985371	13.06165099	29.42804428	0.009763092	0.003125552	Environmental Information Processing	Signal transduction	Two-component system	tctB; putative tricarboxylic transport membrane protein
K07795	949.5	906	45.80573951	32.89183223	27.8597786	0.003873163	0.002064018	Environmental Information Processing	Signal transduction	Two-component system	tctC; putative tricarboxylic transport membrane protein
K07798	2171	821	32.39951279	17.78319123	25.24600246	0.001561041	0.00071635	Environmental Information Processing	Signal transduction	Two-component system	"cusB, silB; membrane fusion protein, copper/silver efflux system"
K07979	2319.5	906	20.97130243	4.635761589	27.8597786	0.007828254	0.001460357	Genetic Information Processing	Transcription factors	Transcription factors	ytrA; GntR family transcriptional regulator
K08218	1644	1143	54.06824147	18.54768154	35.14760148	0.003240376	0.000952839	Environmental Information Processing	Drug resistance: antimicrobial	beta-Lactam resistance	"ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG"
K08223	1913	944	30.93220339	9.639830508	29.02829028	0.001989678	0.000531485	Environmental Information Processing	Membrane transport	ABC transporters	"fsr; MFS transporter, FSR family, fosmidomycin resistance protein"
K08234	2496	914	63.45733042	27.57111597	28.10578106	0.03953439	0.015502848	Metabolism	Amino acid metabolism	Amino acid metabolism	yaeR; glyoxylase I family protein
K08281	2142	1512	26.38888889	7.010582011	46.49446494	0.00617709	0.001272805	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism	pncA; nicotinamidase/pyrazinamidase
K08296	2641	2093	30.14811276	11.32345915	64.3603936	0.009989559	0.003435006	Metabolism	Enzymes with EC numbers	Enzymes with EC numbers	sixA; phosphohistidine phosphatase
K08300	711.5	1942	77.39443872	49.89701339	59.71709717	0.002190758	0.000965828	Genetic Information Processing	"Folding, sorting and degradation"	RNA degradation	rne; ribonuclease E
K08301	986	1621	44.10857495	11.59777915	49.84624846	0.002337614	0.000593247	Genetic Information Processing	Messenger RNA biogenesis	Messenger RNA biogenesis	"rng, cafA; ribonuclease G"
K08303	989	1529	42.96926095	16.08894702	47.01722017	0.001450806	0.000349046	Environmental Information Processing	Infectious disease: bacterial	Epithelial cell signaling in Helicobacter pylori infection	K08303; putative protease
K08304	2176	1033	76.76669894	44.72410455	31.76506765	0.009160139	0.004014828	Metabolism	Peptidoglycan biosynthesis and degradation proteins	Peptidoglycan biosynthesis and degradation proteins	mltA; membrane-bound lytic murein transglycosylase A
K08305	1609.5	1026	62.57309942	36.64717349	31.5498155	0.006934139	0.003112446	Metabolism	Peptidoglycan biosynthesis and degradation proteins	Peptidoglycan biosynthesis and degradation proteins	mltB; membrane-bound lytic murein transglycosylase B
K08307	1716	1208	54.05629139	24.25496689	37.14637146	0.003817853	0.001322649	Metabolism	Peptidoglycan biosynthesis and degradation proteins	Peptidoglycan biosynthesis and degradation proteins	"mltD, dniR; membrane-bound lytic murein transglycosylase D"
K08309	1664.5	1678	59.35637664	24.43384982	51.59901599	0.002917908	0.000822697	Metabolism	Peptidoglycan biosynthesis and degradation proteins	Peptidoglycan biosynthesis and degradation proteins	slt; soluble lytic murein transglycosylase
K08311	1884.5	1306	38.74425727	16.07963247	40.1599016	0.014970772	0.006381367	Genetic Information Processing	"Folding, sorting and degradation"	RNA degradation	nudH; putative (di)nucleoside polyphosphate hydrolase
K08316	2471.5	1856	99.51508621	52.5862069	57.07257073	0.034778222	0.014378469	Genetic Information Processing	Ribosome biogenesis	Ribosome biogenesis	rsmD; 16S rRNA (guanine966-N2)-methyltransferase
K08483	1116	1765	38.64022663	18.86685552	54.27429274	0.001455533	0.000638621	Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I)
K08484	1138	838	42.12410501	15.51312649	25.76875769	0.000926284	0.000294049	Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS)	"ptsP; phosphotransferase system, enzyme I, PtsP"
K08591	1818	2252	13.01065719	2.930728242	69.2496925	0.002700508	0.000607662	Metabolism	Lipid metabolism	Glycerolipid metabolism	plsY; acyl phosphate:glycerol-3-phosphate acyltransferase
